,datetime,Open,High,Low,Close,Adj Close,Volume
0,2022-09-06 09:30:00-04:00,80.41000366210938,80.73999786376953,79.5199966430664,80.62079620361328,80.62079620361328,5925799
1,2022-09-06 09:45:00-04:00,80.625,80.88999938964844,79.4800033569336,79.64990234375,79.64990234375,4346698
2,2022-09-06 10:00:00-04:00,79.63500213623047,79.63999938964844,78.51000213623047,78.81089782714844,78.81089782714844,4034416
3,2022-09-06 10:15:00-04:00,78.81990051269531,79.02999877929688,78.37239837646484,78.75499725341797,78.75499725341797,3183876
4,2022-09-06 10:30:00-04:00,78.75,79.54000091552734,78.5199966430664,79.30999755859375,79.30999755859375,3300195
5,2022-09-06 10:45:00-04:00,79.31120300292969,80.0,79.0999984741211,79.77989959716797,79.77989959716797,2883116
6,2022-09-06 11:00:00-04:00,79.77999877929688,80.08000183105469,79.44000244140625,79.5999984741211,79.5999984741211,2498593
7,2022-09-06 11:15:00-04:00,79.61000061035156,79.875,79.30000305175781,79.47000122070312,79.47000122070312,2642917
8,2022-09-06 11:30:00-04:00,79.44999694824219,80.45999908447266,79.36000061035156,80.10990142822266,80.10990142822266,2785063
9,2022-09-06 11:45:00-04:00,80.11000061035156,80.48999786376953,79.9198989868164,80.29000091552734,80.29000091552734,2103497
10,2022-09-06 12:00:00-04:00,80.28500366210938,80.33499908447266,79.7300033569336,79.83999633789062,79.83999633789062,1906730
11,2022-09-06 12:15:00-04:00,79.81999969482422,79.8499984741211,79.29000091552734,79.47889709472656,79.47889709472656,1787220
12,2022-09-06 12:30:00-04:00,79.46009826660156,79.70999908447266,79.30999755859375,79.66999816894531,79.66999816894531,1269175
13,2022-09-06 12:45:00-04:00,79.63999938964844,79.65499877929688,79.25,79.31759643554688,79.31759643554688,1233128
14,2022-09-06 13:00:00-04:00,79.30999755859375,79.30999755859375,78.69819641113281,78.72000122070312,78.72000122070312,1750994
15,2022-09-06 13:15:00-04:00,78.72000122070312,78.91000366210938,78.62999725341797,78.6864013671875,78.6864013671875,1420279
16,2022-09-06 13:30:00-04:00,78.69000244140625,78.95999908447266,78.63999938964844,78.80000305175781,78.80000305175781,1438985
17,2022-09-06 13:45:00-04:00,78.80000305175781,78.88500213623047,78.47000122070312,78.7300033569336,78.7300033569336,2580031
18,2022-09-06 14:00:00-04:00,78.70999908447266,79.22129821777344,78.65399932861328,79.06999969482422,79.06999969482422,2203265
19,2022-09-06 14:15:00-04:00,79.05899810791016,79.16000366210938,78.80000305175781,78.9000015258789,78.9000015258789,2550328
20,2022-09-06 14:30:00-04:00,78.90499877929688,78.95999908447266,78.55999755859375,78.61000061035156,78.61000061035156,1786760
21,2022-09-06 14:45:00-04:00,78.5999984741211,78.86990356445312,78.5,78.59500122070312,78.59500122070312,1508468
22,2022-09-06 15:00:00-04:00,78.59989929199219,78.92500305175781,78.44999694824219,78.80000305175781,78.80000305175781,2358425
23,2022-09-06 15:15:00-04:00,78.79000091552734,79.04499816894531,78.58000183105469,78.80999755859375,78.80999755859375,2510998
24,2022-09-06 15:30:00-04:00,78.80999755859375,78.87000274658203,78.54000091552734,78.86499786376953,78.86499786376953,2030923
25,2022-09-06 15:45:00-04:00,78.86000061035156,79.0,78.53070068359375,78.72000122070312,78.72000122070312,4103435
26,2022-09-07 09:30:00-04:00,78.70999908447266,79.72000122070312,78.62000274658203,78.91500091552734,78.91500091552734,5707480
27,2022-09-07 09:45:00-04:00,78.91919708251953,79.54000091552734,78.51000213623047,78.5999984741211,78.5999984741211,3694630
28,2022-09-07 10:00:00-04:00,78.61000061035156,78.91000366210938,78.01000213623047,78.0199966430664,78.0199966430664,3421269
29,2022-09-07 10:15:00-04:00,78.0199966430664,78.41000366210938,77.83000183105469,78.3550033569336,78.3550033569336,3922649
30,2022-09-07 10:30:00-04:00,78.3499984741211,78.68000030517578,78.04000091552734,78.21499633789062,78.21499633789062,3842922
31,2022-09-07 10:45:00-04:00,78.19999694824219,78.36000061035156,77.86000061035156,78.01000213623047,78.01000213623047,3113145
32,2022-09-07 11:00:00-04:00,78.0199966430664,78.80000305175781,77.73999786376953,78.65499877929688,78.65499877929688,3312220
33,2022-09-07 11:15:00-04:00,78.6510009765625,78.72509765625,78.3499984741211,78.62110137939453,78.62110137939453,2087214
34,2022-09-07 11:30:00-04:00,78.62999725341797,78.9000015258789,78.55500030517578,78.6395034790039,78.6395034790039,2184620
35,2022-09-07 11:45:00-04:00,78.62010192871094,79.16999816894531,78.5801010131836,78.99500274658203,78.99500274658203,2092477
36,2022-09-07 12:00:00-04:00,79.0,79.05999755859375,78.61000061035156,78.6500015258789,78.6500015258789,1733678
37,2022-09-07 12:15:00-04:00,78.65499877929688,78.66000366210938,78.29000091552734,78.33799743652344,78.33799743652344,2002366
38,2022-09-07 12:30:00-04:00,78.31500244140625,78.75,78.19999694824219,78.66000366210938,78.66000366210938,3038277
39,2022-09-07 12:45:00-04:00,78.66999816894531,78.89990234375,78.62999725341797,78.83999633789062,78.83999633789062,1904476
40,2022-09-07 13:00:00-04:00,78.83999633789062,78.94000244140625,78.7300033569336,78.87999725341797,78.87999725341797,1311345
41,2022-09-07 13:15:00-04:00,78.88999938964844,78.9894027709961,78.5999984741211,78.6449966430664,78.6449966430664,1263717
42,2022-09-07 13:30:00-04:00,78.63999938964844,79.4000015258789,78.61000061035156,79.30999755859375,79.30999755859375,2090856
43,2022-09-07 13:45:00-04:00,79.31500244140625,79.48999786376953,79.18000030517578,79.2300033569336,79.2300033569336,1593636
44,2022-09-07 14:00:00-04:00,79.23619842529297,79.58999633789062,79.19999694824219,79.3499984741211,79.3499984741211,1538378
45,2022-09-07 14:15:00-04:00,79.33999633789062,79.63500213623047,79.1698989868164,79.62000274658203,79.62000274658203,1280998
46,2022-09-07 14:30:00-04:00,79.62999725341797,79.87000274658203,79.4000015258789,79.70700073242188,79.70700073242188,1910329
47,2022-09-07 14:45:00-04:00,79.72000122070312,80.05999755859375,79.71499633789062,80.02999877929688,80.02999877929688,1644836
48,2022-09-07 15:00:00-04:00,80.02999877929688,80.19999694824219,79.87999725341797,80.05000305175781,80.05000305175781,1794312
49,2022-09-07 15:15:00-04:00,80.06990051269531,80.19000244140625,79.91500091552734,80.14710235595703,80.14710235595703,1978485
50,2022-09-07 15:30:00-04:00,80.14990234375,80.25,79.72000122070312,79.92500305175781,79.92500305175781,2458844
51,2022-09-07 15:45:00-04:00,79.92500305175781,80.01000213623047,79.58999633789062,79.5999984741211,79.5999984741211,2782571
52,2022-09-08 09:30:00-04:00,80.02999877929688,80.7300033569336,79.23999786376953,80.62000274658203,80.62000274658203,9028691
53,2022-09-08 09:45:00-04:00,80.62000274658203,81.69999694824219,80.5199966430664,81.30999755859375,81.30999755859375,7010852
54,2022-09-08 10:00:00-04:00,81.31839752197266,81.58000183105469,80.68569946289062,81.44000244140625,81.44000244140625,5789495
55,2022-09-08 10:15:00-04:00,81.43000030517578,82.33999633789062,81.31999969482422,81.61000061035156,81.61000061035156,5567328
56,2022-09-08 10:30:00-04:00,81.60299682617188,82.33999633789062,81.41000366210938,82.1593017578125,82.1593017578125,4434263
57,2022-09-08 10:45:00-04:00,82.16000366210938,82.68000030517578,82.01000213623047,82.53500366210938,82.53500366210938,3616391
58,2022-09-08 11:00:00-04:00,82.52999877929688,83.0999984741211,82.52999877929688,83.05020141601562,83.05020141601562,3850634
59,2022-09-08 11:15:00-04:00,83.05010223388672,83.44999694824219,82.87999725341797,83.08989715576172,83.08989715576172,3961251
60,2022-09-08 11:30:00-04:00,83.08000183105469,83.18000030517578,82.62000274658203,82.7300033569336,82.7300033569336,3589285
61,2022-09-08 11:45:00-04:00,82.72000122070312,82.79499816894531,82.37999725341797,82.50189971923828,82.50189971923828,2257464
62,2022-09-08 12:00:00-04:00,82.50430297851562,82.59500122070312,81.27999877929688,81.46499633789062,81.46499633789062,4606522
63,2022-09-08 12:15:00-04:00,81.45999908447266,81.66000366210938,81.1449966430664,81.49500274658203,81.49500274658203,3020997
64,2022-09-08 12:30:00-04:00,81.4800033569336,82.12000274658203,81.40029907226562,82.08670043945312,82.08670043945312,2565335
65,2022-09-08 12:45:00-04:00,82.08999633789062,82.12000274658203,81.80000305175781,81.91999816894531,81.91999816894531,2050329
66,2022-09-08 13:00:00-04:00,81.93499755859375,82.0999984741211,81.38999938964844,82.0250015258789,82.0250015258789,2366944
67,2022-09-08 13:15:00-04:00,82.02999877929688,82.18000030517578,81.91000366210938,82.01000213623047,82.01000213623047,1795480
68,2022-09-08 13:30:00-04:00,82.01000213623047,82.37000274658203,81.83999633789062,82.125,82.125,1862939
69,2022-09-08 13:45:00-04:00,82.12000274658203,82.20999908447266,81.61000061035156,81.885498046875,81.885498046875,2140476
70,2022-09-08 14:00:00-04:00,81.88999938964844,82.01000213623047,81.69999694824219,81.71829986572266,81.71829986572266,1518065
71,2022-09-08 14:15:00-04:00,81.70999908447266,81.88999938964844,81.58000183105469,81.7249984741211,81.7249984741211,1420658
72,2022-09-08 14:30:00-04:00,81.73880004882812,82.18499755859375,81.69000244140625,81.99610137939453,81.99610137939453,2289619
73,2022-09-08 14:45:00-04:00,81.98999786376953,82.0999984741211,81.6500015258789,82.0,82.0,2420676
74,2022-09-08 15:00:00-04:00,82.0,82.22000122070312,81.7699966430664,82.18000030517578,82.18000030517578,2254649
